,AtomicNum,Degree,TotalNumHs,ImplicitValence,Hybridization,FormalCharge,IsInRing,IsAromatic,NumRadicalElectrons
1,0.17837083339691162,0.051505450159311295,0.11953359842300415,0.051505450159311295,0.1814018040895462,0.09961837530136108,0.16876022517681122,0.051505450159311295,0.09779880940914154
2,0.17521625757217407,0.051886655390262604,0.118944451212883,0.051886655390262604,0.18151214718818665,0.10036305338144302,0.16978144645690918,0.051886655390262604,0.09852264821529388
3,0.16614064574241638,0.0515667162835598,0.11449553817510605,0.0515667162835598,0.18394248187541962,0.09971076995134354,0.1830953061580658,0.0515667162835598,0.09791514277458191
4,0.17543375492095947,0.052300721406936646,0.11780314147472382,0.052300721406936646,0.18362639844417572,0.10119310766458511,0.16573260724544525,0.052300721406936646,0.09930886328220367
5,0.17667829990386963,0.05150464549660683,0.11894238740205765,0.05150464549660683,0.18365100026130676,0.09962866455316544,0.16878843307495117,0.05150464549660683,0.09779726713895798
6,0.18105125427246094,0.05179798975586891,0.11802566051483154,0.05179798975586891,0.18231350183486938,0.1001025065779686,0.1647588610649109,0.05179798975586891,0.098354272544384
7,0.17230676114559174,0.051588550209999084,0.12136130779981613,0.051588550209999084,0.1810912936925888,0.09968163818120956,0.17283673584461212,0.051588550209999084,0.0979565978050232
8,0.17615526914596558,0.05183055251836777,0.11948789656162262,0.05183055251836777,0.1827615201473236,0.10027141124010086,0.16741615533828735,0.05183055251836777,0.09841610491275787
9,0.17462506890296936,0.05212564021348953,0.1155872493982315,0.05212564021348953,0.18187648057937622,0.10081402212381363,0.17174381017684937,0.05212564021348953,0.09897643327713013
10,0.175869882106781,0.05199766531586647,0.12228730320930481,0.05199766531586647,0.1795724481344223,0.10062487423419952,0.16691908240318298,0.05199766531586647,0.09873343259096146
11,0.17603519558906555,0.05143629014492035,0.11148808896541595,0.05143629014492035,0.18549704551696777,0.09946056455373764,0.17554277181625366,0.05143629014492035,0.09766748547554016
12,0.17388802766799927,0.05203153192996979,0.1090645045042038,0.05203153192996979,0.18245366215705872,0.10057765245437622,0.17912384867668152,0.05203153192996979,0.09879772365093231
13,0.1736096441745758,0.052372127771377563,0.11619074642658234,0.052372127771377563,0.1779095083475113,0.10116913169622421,0.17456012964248657,0.052372127771377563,0.09944445639848709
14,0.1807783842086792,0.052959538996219635,0.1136246994137764,0.052959538996219635,0.1784263253211975,0.10247359424829483,0.16525858640670776,0.052959538996219635,0.10055983066558838
15,0.1697060763835907,0.051443904638290405,0.12141499668359756,0.051443904638290405,0.18563270568847656,0.09946674853563309,0.17176586389541626,0.051443904638290405,0.09768194705247879
16,0.1746341735124588,0.05300860479474068,0.11782306432723999,0.05300860479474068,0.1825406402349472,0.10246079415082932,0.16286250948905945,0.05300860479474068,0.10065300762653351
17,0.1944386065006256,0.05150317773222923,0.114381343126297,0.05150317773222923,0.16976463794708252,0.09943044185638428,0.16968095302581787,0.05150317773222923,0.09779448807239532
