,AtomicNum,Degree,TotalNumHs,ImplicitValence,Hybridization,FormalCharge,IsInRing,IsAromatic,NumRadicalElectrons
0,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.1583164483308792,0.10521043092012405
1,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.1583164483308792,0.10521043092012405
2,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.1583164483308792,0.10521043092012405
3,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.1583164483308792,0.10521043092012405
4,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.1583164483308792,0.10521043092012405
5,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.1583164483308792,0.10521043092012405
6,0.08177840709686279,0.08177840709686279,0.08177840709686279,0.3044942021369934,0.08177840709686279,0.08177840709686279,0.08177840709686279,0.12305688858032227,0.08177840709686279
7,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.1583164483308792,0.10521043092012405
8,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.1583164483308792,0.10521043092012405
9,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.1583164483308792,0.10521043092012405
10,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.1583164483308792,0.10521043092012405
11,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.1583164483308792,0.10521043092012405
12,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.1583164483308792,0.10521043092012405
13,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.1583164483308792,0.10521043092012405
14,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.1583164483308792,0.10521043092012405
15,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.1583164483308792,0.10521043092012405
16,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.10521043092012405,0.1583164483308792,0.10521043092012405
